id,pred
2018_1113_1211,0.1265377402305603
2018_1113_1222,0.2407749742269516
2018_1113_1233,0.8233842849731445
2018_1113_1242,0.1687033772468567
2018_1113_1243,0.3678400218486786
2018_1113_1246,0.24456246197223663
2018_1113_1252,0.9327235817909241
2018_1113_1254,0.9494946002960205
2018_1113_1260,0.40389376878738403
2018_1113_1267,0.858276903629303
2018_1113_1274,0.32533523440361023
2018_1113_1276,0.18016338348388672
2018_1113_1277,0.16979023814201355
2018_1113_1281,0.41263237595558167
2018_1113_1285,0.5850257277488708
2018_1113_1293,0.5686894059181213
2018_1113_1300,0.949999988079071
2018_1113_1301,0.39259275794029236
2018_1113_1305,0.24627351760864258
2018_1113_1308,0.5651639699935913
2018_1113_1314,0.20069868862628937
2018_1113_1326,0.24313566088676453
2018_1113_1328,0.4762630760669708
2018_1113_1335,0.8105558753013611
2018_1113_1344,0.7037352323532104
2018_1113_1345,0.18710292875766754
2018_1113_1347,0.9425650835037231
2018_1113_1348,0.37150776386260986
2018_1113_1355,0.6148678660392761
2018_1113_1361,0.5181466937065125
2018_1113_1371,0.3020608127117157
2018_1113_1372,0.8304055333137512
2018_1113_1382,0.5120302438735962
2018_1113_1393,0.6547121405601501
2018_1113_1395,0.25198400020599365
2018_1113_1397,0.24913941323757172
2018_1113_1400,0.26970386505126953
2018_1113_1401,0.3733406066894531
2018_1113_1403,0.2774031162261963
2018_1113_1411,0.949999988079071
2018_1113_1417,0.3950003385543823
2018_1113_1420,0.949999988079071
2018_1113_1422,0.6694321036338806
2018_1113_1437,0.16342505812644958
2018_1113_1438,0.10933860391378403
2018_1113_1439,0.4293419420719147
2018_1113_1452,0.19139033555984497
2018_1113_1455,0.23687361180782318
2018_1113_1460,0.873669445514679
2018_1113_1462,0.13474345207214355
2018_1116_1120,0.4969002306461334
2018_1116_1137,0.7796903848648071
2018_1116_1138,0.5600284337997437
2018_1116_1139,0.4986664056777954
2018_1116_1153,0.1668732464313507
2018_1116_1155,0.37300077080726624
2018_1116_1158,0.7833288908004761
2018_1116_1166,0.5497519969940186
2018_1116_1168,0.9089840054512024
2018_1116_1172,0.677594006061554
2018_1116_1181,0.289387047290802
2018_1116_1196,0.37575361132621765
2018_1116_1199,0.5021620392799377
2018_1116_1209,0.8326061964035034
2018_1116_1211,0.31311744451522827
2018_1116_1222,0.41124817728996277
2018_1116_1233,0.8944878578186035
2018_1116_1242,0.24030780792236328
2018_1116_1243,0.5102061033248901
2018_1116_1246,0.32254067063331604
2018_1116_1252,0.9240283966064453
2018_1116_1254,0.9459919333457947
2018_1116_1260,0.6626901626586914
2018_1116_1267,0.7385224103927612
2018_1116_1274,0.5352388620376587
2018_1116_1276,0.4388226866722107
2018_1116_1277,0.3907855451107025
2018_1116_1281,0.5284858345985413
2018_1116_1285,0.7501350045204163
2018_1116_1293,0.6194531917572021
2018_1116_1300,0.949999988079071
2018_1116_1301,0.5433403849601746
2018_1116_1305,0.47407224774360657
2018_1116_1308,0.721240758895874
2018_1116_1314,0.4503566026687622
2018_1116_1326,0.3883197605609894
2018_1116_1328,0.5180647969245911
2018_1116_1335,0.79402095079422
2018_1116_1344,0.6859950423240662
2018_1116_1345,0.23526471853256226
2018_1116_1347,0.8947188258171082
2018_1116_1348,0.5287166237831116
2018_1116_1355,0.719879686832428
2018_1116_1361,0.5893705487251282
2018_1116_1371,0.507266640663147
2018_1116_1372,0.8962532877922058
2018_1116_1382,0.5869042277336121
2018_1116_1393,0.6455492377281189
2018_1116_1395,0.4159961938858032
2018_1116_1397,0.3736443817615509
2018_1116_1400,0.6080822944641113
2018_1116_1401,0.6005600094795227
2018_1116_1403,0.3240512013435364
2018_1116_1411,0.949999988079071
2018_1116_1417,0.5601423382759094
2018_1116_1420,0.9079920649528503
2018_1116_1422,0.8695128560066223
2018_1116_1437,0.09313946962356567
2018_1116_1438,0.1696745902299881
2018_1116_1439,0.5793724656105042
2018_1116_1452,0.3329320549964905
2018_1116_1455,0.562558650970459
2018_1116_1460,0.9359822273254395
2018_1116_1462,0.36704444885253906
2018_1120_1137,0.7722325921058655
2018_1120_1138,0.760389506816864
2018_1120_1139,0.48029109835624695
2018_1120_1153,0.21049945056438446
2018_1120_1155,0.47901520133018494
2018_1120_1158,0.7844187021255493
2018_1120_1166,0.4943966567516327
2018_1120_1168,0.949999988079071
2018_1120_1172,0.7669727802276611
2018_1120_1181,0.28836506605148315
2018_1120_1196,0.5545760989189148
2018_1120_1199,0.6395704746246338
2018_1120_1209,0.7409382462501526
2018_1120_1211,0.25087395310401917
2018_1120_1222,0.38012272119522095
2018_1120_1233,0.9244558811187744
2018_1120_1242,0.3591326177120209
2018_1120_1243,0.7321280837059021
2018_1120_1246,0.5299397110939026
2018_1120_1252,0.949999988079071
2018_1120_1254,0.949999988079071
2018_1120_1260,0.6710204482078552
2018_1120_1267,0.8422475457191467
2018_1120_1274,0.6076372861862183
2018_1120_1276,0.2717559337615967
2018_1120_1277,0.2969713807106018
2018_1120_1281,0.7866191864013672
2018_1120_1285,0.7984693646430969
2018_1120_1293,0.7213836908340454
2018_1120_1300,0.949999988079071
2018_1120_1301,0.5986679196357727
2018_1120_1305,0.5887550711631775
2018_1120_1308,0.6713801026344299
2018_1120_1314,0.3785789906978607
2018_1120_1326,0.46800291538238525
2018_1120_1328,0.7054759860038757
2018_1120_1335,0.8177139163017273
2018_1120_1344,0.8057273626327515
2018_1120_1345,0.26295778155326843
2018_1120_1347,0.949999988079071
2018_1120_1348,0.6285842657089233
2018_1120_1355,0.7790637612342834
2018_1120_1361,0.6814764738082886
2018_1120_1371,0.5124638080596924
2018_1120_1372,0.834028959274292
2018_1120_1382,0.7467381954193115
2018_1120_1393,0.8022684454917908
2018_1120_1395,0.3952454924583435
2018_1120_1397,0.3747818171977997
2018_1120_1400,0.7850880026817322
2018_1120_1401,0.6587797999382019
2018_1120_1403,0.4672318696975708
2018_1120_1411,0.949999988079071
2018_1120_1417,0.6450589895248413
2018_1120_1420,0.949999988079071
2018_1120_1422,0.7669680118560791
2018_1120_1437,0.4377032518386841
2018_1120_1438,0.22190110385417938
2018_1120_1439,0.5918079018592834
2018_1120_1452,0.3391118347644806
2018_1120_1455,0.4843583405017853
2018_1120_1460,0.938612699508667
2018_1120_1462,0.35996317863464355
2018_1137_1138,0.3021153509616852
2018_1137_1139,0.17191337049007416
2018_1137_1153,0.10002072900533676
2018_1137_1155,0.14041133224964142
2018_1137_1158,0.5178975462913513
2018_1137_1166,0.18441303074359894
2018_1137_1168,0.8193364143371582
2018_1137_1172,0.2897467315196991
2018_1137_1181,0.10988571494817734
2018_1137_1196,0.17367085814476013
2018_1137_1199,0.16794100403785706
2018_1137_1209,0.5830487608909607
2018_1137_1211,0.17317412793636322
2018_1137_1222,0.14400631189346313
2018_1137_1233,0.7965105772018433
2018_1137_1242,0.13500680029392242
2018_1137_1243,0.2814440429210663
2018_1137_1246,0.1438014805316925
2018_1137_1252,0.8763422966003418
2018_1137_1254,0.9385057091712952
2018_1137_1260,0.20302161574363708
2018_1137_1267,0.5128623247146606
2018_1137_1274,0.16709819436073303
2018_1137_1276,0.14854873716831207
2018_1137_1277,0.11557893455028534
2018_1137_1281,0.1802307367324829
2018_1137_1285,0.3061000108718872
2018_1137_1293,0.29062628746032715
2018_1137_1300,0.949999988079071
2018_1137_1301,0.1500788927078247
2018_1137_1305,0.15022757649421692
2018_1137_1308,0.1469443142414093
2018_1137_1314,0.18189847469329834
2018_1137_1326,0.15206795930862427
2018_1137_1328,0.1816820204257965
2018_1137_1335,0.5890708565711975
2018_1137_1344,0.24013733863830566
2018_1137_1345,0.13535918295383453
2018_1137_1347,0.9001983404159546
2018_1137_1348,0.12763898074626923
2018_1137_1355,0.27128341794013977
2018_1137_1361,0.17631298303604126
2018_1137_1371,0.14558091759681702
2018_1137_1372,0.43670040369033813
2018_1137_1382,0.15126483142375946
2018_1137_1393,0.2111387848854065
2018_1137_1395,0.1147383600473404
2018_1137_1397,0.13641639053821564
2018_1137_1400,0.2187035232782364
2018_1137_1401,0.2229427546262741
2018_1137_1403,0.13884557783603668
2018_1137_1411,0.930595338344574
2018_1137_1417,0.19704747200012207
2018_1137_1420,0.8641387820243835
2018_1137_1422,0.37713173031806946
2018_1137_1437,0.11367949098348618
2018_1137_1438,0.07351115345954895
2018_1137_1439,0.21216034889221191
2018_1137_1452,0.17476758360862732
2018_1137_1455,0.26285168528556824
2018_1137_1460,0.647560179233551
2018_1137_1462,0.12453488260507584
2018_1138_1139,0.30826374888420105
2018_1138_1153,0.10222197324037552
2018_1138_1155,0.23047183454036713
2018_1138_1158,0.6560696959495544
2018_1138_1166,0.43494492769241333
2018_1138_1168,0.9016520977020264
2018_1138_1172,0.5196073055267334
2018_1138_1181,0.1212920993566513
2018_1138_1196,0.19777660071849823
2018_1138_1199,0.25130245089530945
2018_1138_1209,0.7897020578384399
2018_1138_1211,0.18756501376628876
2018_1138_1222,0.11692885309457779
2018_1138_1233,0.8811413049697876
2018_1138_1242,0.19635498523712158
2018_1138_1243,0.29944291710853577
2018_1138_1246,0.19447791576385498
2018_1138_1252,0.8432009220123291
2018_1138_1254,0.945248544216156
2018_1138_1260,0.2731171250343323
2018_1138_1267,0.8098412752151489
2018_1138_1274,0.23514890670776367
2018_1138_1276,0.12211459130048752
2018_1138_1277,0.12193671613931656
2018_1138_1281,0.32181432843208313
2018_1138_1285,0.5576956272125244
2018_1138_1293,0.2974728047847748
2018_1138_1300,0.949999988079071
2018_1138_1301,0.31433382630348206
2018_1138_1305,0.256489098072052
2018_1138_1308,0.28996410965919495
2018_1138_1314,0.1700708568096161
2018_1138_1326,0.16485078632831573
2018_1138_1328,0.3300060033798218
2018_1138_1335,0.7825955748558044
2018_1138_1344,0.47038552165031433
2018_1138_1345,0.13012424111366272
2018_1138_1347,0.80576092004776
2018_1138_1348,0.2886613607406616
2018_1138_1355,0.6320644021034241
2018_1138_1361,0.33197587728500366
2018_1138_1371,0.289641410112381
2018_1138_1372,0.7387311458587646
2018_1138_1382,0.3140563666820526
2018_1138_1393,0.32852280139923096
2018_1138_1395,0.15654031932353973
2018_1138_1397,0.13755619525909424
2018_1138_1400,0.15124230086803436
2018_1138_1401,0.3434402346611023
2018_1138_1403,0.16662156581878662
2018_1138_1411,0.9434837102890015
2018_1138_1417,0.4320056438446045
2018_1138_1420,0.8471574187278748
2018_1138_1422,0.6181606650352478
2018_1138_1437,0.18898364901542664
2018_1138_1438,0.0960795134305954
2018_1138_1439,0.3115496039390564
2018_1138_1452,0.15080036222934723
2018_1138_1455,0.16682827472686768
2018_1138_1460,0.853428065776825
2018_1138_1462,0.17641158401966095
2018_1139_1153,0.19378027319908142
2018_1139_1155,0.3619517385959625
2018_1139_1158,0.7853933572769165
2018_1139_1166,0.5119383335113525
2018_1139_1168,0.9211966395378113
2018_1139_1172,0.6067033410072327
2018_1139_1181,0.13741838932037354
2018_1139_1196,0.39418041706085205
2018_1139_1199,0.5320935249328613
2018_1139_1209,0.7691187262535095
2018_1139_1211,0.14672386646270752
2018_1139_1222,0.35038822889328003
2018_1139_1233,0.8960506916046143
2018_1139_1242,0.26198363304138184
2018_1139_1243,0.5505936145782471
2018_1139_1246,0.2811845541000366
2018_1139_1252,0.9461310505867004
2018_1139_1254,0.949999988079071
2018_1139_1260,0.47503355145454407
2018_1139_1267,0.802389919757843
2018_1139_1274,0.48111817240715027
2018_1139_1276,0.24063800275325775
2018_1139_1277,0.3603322505950928
2018_1139_1281,0.5819211602210999
2018_1139_1285,0.6987521052360535
2018_1139_1293,0.5730514526367188
2018_1139_1300,0.9352349042892456
2018_1139_1301,0.49917542934417725
2018_1139_1305,0.38840624690055847
2018_1139_1308,0.6280483603477478
2018_1139_1314,0.24998122453689575
2018_1139_1326,0.34066125750541687
2018_1139_1328,0.5597463846206665
2018_1139_1335,0.813727855682373
2018_1139_1344,0.7921873927116394
2018_1139_1345,0.217306986451149
2018_1139_1347,0.905799150466919
2018_1139_1348,0.2791235148906708
2018_1139_1355,0.6168177127838135
2018_1139_1361,0.5940630435943604
2018_1139_1371,0.37221255898475647
2018_1139_1372,0.8155797719955444
2018_1139_1382,0.5100427269935608
2018_1139_1393,0.6661136150360107
2018_1139_1395,0.3798072338104248
2018_1139_1397,0.2530721426010132
2018_1139_1400,0.6432933211326599
2018_1139_1401,0.38829949498176575
2018_1139_1403,0.2483242303133011
2018_1139_1411,0.949999988079071
2018_1139_1417,0.5767512321472168
2018_1139_1420,0.949999988079071
2018_1139_1422,0.7865435481071472
2018_1139_1437,0.1837758719921112
2018_1139_1438,0.16205333173274994
2018_1139_1439,0.44097957015037537
2018_1139_1452,0.36852189898490906
2018_1139_1455,0.4536365568637848
2018_1139_1460,0.8092129230499268
2018_1139_1462,0.26997503638267517
2018_1153_1155,0.6670311689376831
2018_1153_1158,0.848350465297699
2018_1153_1166,0.6899495124816895
2018_1153_1168,0.9349777102470398
2018_1153_1172,0.8662941455841064
2018_1153_1181,0.5101083517074585
2018_1153_1196,0.639030933380127
2018_1153_1199,0.6655552387237549
2018_1153_1209,0.8474368453025818
2018_1153_1211,0.3824795186519623
2018_1153_1222,0.5577905178070068
2018_1153_1233,0.9287195205688477
2018_1153_1242,0.6041218638420105
2018_1153_1243,0.7644945979118347
2018_1153_1246,0.5026150345802307
2018_1153_1252,0.9427986741065979
2018_1153_1254,0.949999988079071
2018_1153_1260,0.7354896664619446
2018_1153_1267,0.889548122882843
2018_1153_1274,0.719898521900177
2018_1153_1276,0.5326418876647949
2018_1153_1277,0.46196407079696655
2018_1153_1281,0.6846312880516052
2018_1153_1285,0.8166261911392212
2018_1153_1293,0.8679685592651367
2018_1153_1300,0.949999988079071
2018_1153_1301,0.715722382068634
2018_1153_1305,0.7013565897941589
2018_1153_1308,0.8070375919342041
2018_1153_1314,0.5615906715393066
2018_1153_1326,0.47608962655067444
2018_1153_1328,0.782485842704773
2018_1153_1335,0.935583770275116
2018_1153_1344,0.8740249872207642
2018_1153_1345,0.5614930987358093
2018_1153_1347,0.949999988079071
2018_1153_1348,0.5859160423278809
2018_1153_1355,0.8089904189109802
2018_1153_1361,0.8195650577545166
2018_1153_1371,0.695035457611084
2018_1153_1372,0.8245915770530701
2018_1153_1382,0.8138397932052612
2018_1153_1393,0.9087961316108704
2018_1153_1395,0.587065577507019
2018_1153_1397,0.5252142548561096
2018_1153_1400,0.780690610408783
2018_1153_1401,0.7714164853096008
2018_1153_1403,0.5812979340553284
2018_1153_1411,0.949999988079071
2018_1153_1417,0.7934582233428955
2018_1153_1420,0.949999988079071
2018_1153_1422,0.8275411128997803
2018_1153_1437,0.364920049905777
2018_1153_1438,0.48378854990005493
2018_1153_1439,0.7055127024650574
2018_1153_1452,0.5153159499168396
2018_1153_1455,0.5682886242866516
2018_1153_1460,0.949999988079071
2018_1153_1462,0.6083576083183289
2018_1155_1158,0.8008351922035217
2018_1155_1166,0.39244791865348816
2018_1155_1168,0.9352241158485413
2018_1155_1172,0.5589116811752319
2018_1155_1181,0.2558493912220001
2018_1155_1196,0.49317529797554016
2018_1155_1199,0.5861991047859192
2018_1155_1209,0.8164899349212646
2018_1155_1211,0.1918516457080841
2018_1155_1222,0.37745898962020874
2018_1155_1233,0.8925198316574097
2018_1155_1242,0.46040457487106323
2018_1155_1243,0.6282621026039124
2018_1155_1246,0.359203040599823
2018_1155_1252,0.8876972794532776
2018_1155_1254,0.9205275177955627
2018_1155_1260,0.45296090841293335
2018_1155_1267,0.7916838526725769
2018_1155_1274,0.4928976893424988
2018_1155_1276,0.4116530418395996
2018_1155_1277,0.8277768492698669
2018_1155_1281,0.6881016492843628
2018_1155_1285,0.746008038520813
2018_1155_1293,0.7917536497116089
2018_1155_1300,0.944800853729248
2018_1155_1301,0.5557214617729187
2018_1155_1305,0.4710730016231537
2018_1155_1308,0.5027695298194885
2018_1155_1314,0.40753471851348877
2018_1155_1326,0.30002763867378235
2018_1155_1328,0.5906007885932922
2018_1155_1335,0.739281415939331
2018_1155_1344,0.607926070690155
2018_1155_1345,0.4564439356327057
2018_1155_1347,0.9155153632164001
2018_1155_1348,0.40206843614578247
2018_1155_1355,0.785973072052002
2018_1155_1361,0.5543872714042664
2018_1155_1371,0.48189225792884827
2018_1155_1372,0.7864883542060852
2018_1155_1382,0.625376284122467
2018_1155_1393,0.6905057430267334
2018_1155_1395,0.33952605724334717
2018_1155_1397,0.3526766300201416
2018_1155_1400,0.7258648872375488
2018_1155_1401,0.4931279718875885
2018_1155_1403,0.2575001120567322
2018_1155_1411,0.9280627369880676
2018_1155_1417,0.6311356425285339
2018_1155_1420,0.9160003066062927
2018_1155_1422,0.7506892085075378
2018_1155_1437,0.21698592603206635
2018_1155_1438,0.21409739553928375
2018_1155_1439,0.4813271462917328
2018_1155_1452,0.35471412539482117
2018_1155_1455,0.24708113074302673
2018_1155_1460,0.7971290349960327
2018_1155_1462,0.21907015144824982
2018_1158_1166,0.4562237560749054
2018_1158_1168,0.8541049361228943
2018_1158_1172,0.1732291281223297
2018_1158_1181,0.48341435194015503
2018_1158_1196,0.1361279934644699
2018_1158_1199,0.217002272605896
2018_1158_1209,0.5332883596420288
2018_1158_1211,0.1140374094247818
2018_1158_1222,0.21614323556423187
2018_1158_1233,0.7496041655540466
2018_1158_1242,0.18677566945552826
2018_1158_1243,0.2001926600933075
2018_1158_1246,0.15137313306331635
2018_1158_1252,0.949999988079071
2018_1158_1254,0.93730229139328
2018_1158_1260,0.22773435711860657
2018_1158_1267,0.7672176957130432
2018_1158_1274,0.18194054067134857
2018_1158_1276,0.1370713859796524
2018_1158_1277,0.4818744957447052
2018_1158_1281,0.18788760900497437
2018_1158_1285,0.26647061109542847
2018_1158_1293,0.21479083597660065
2018_1158_1300,0.949999988079071
2018_1158_1301,0.17549657821655273
2018_1158_1305,0.15023374557495117
2018_1158_1308,0.12758396565914154
2018_1158_1314,0.44881051778793335
2018_1158_1326,0.20522981882095337
2018_1158_1328,0.22477322816848755
2018_1158_1335,0.8179728984832764
2018_1158_1344,0.36511632800102234
2018_1158_1345,0.13346119225025177
2018_1158_1347,0.7917429804801941
2018_1158_1348,0.21248650550842285
2018_1158_1355,0.21625415980815887
2018_1158_1361,0.20701968669891357
2018_1158_1371,0.16243186593055725
2018_1158_1372,0.8201577663421631
2018_1158_1382,0.16091026365756989
2018_1158_1393,0.2879897952079773
2018_1158_1395,0.4325948655605316
2018_1158_1397,0.16123344004154205
2018_1158_1400,0.2567913830280304
2018_1158_1401,0.35285684466362
2018_1158_1403,0.14775337278842926
2018_1158_1411,0.9317063689231873
2018_1158_1417,0.21923783421516418
2018_1158_1420,0.9167738556861877
2018_1158_1422,0.39727070927619934
2018_1158_1437,0.1185578778386116
2018_1158_1438,0.09283363074064255
2018_1158_1439,0.18343549966812134
2018_1158_1452,0.18455342948436737
2018_1158_1455,0.4243970215320587
2018_1158_1460,0.7135157585144043
2018_1158_1462,0.16454069316387177
2018_1166_1168,0.949999988079071
2018_1166_1172,0.5749340653419495
2018_1166_1181,0.21949313580989838
2018_1166_1196,0.2915400266647339
2018_1166_1199,0.4255352020263672
2018_1166_1209,0.7979990839958191
2018_1166_1211,0.1626555323600769
2018_1166_1222,0.2674037218093872
2018_1166_1233,0.9141338467597961
2018_1166_1242,0.23751527070999146
2018_1166_1243,0.5477522611618042
2018_1166_1246,0.2886184751987457
2018_1166_1252,0.9128261208534241
2018_1166_1254,0.9414853453636169
2018_1166_1260,0.5294637680053711
2018_1166_1267,0.8403548002243042
2018_1166_1274,0.4332175850868225
2018_1166_1276,0.2472722977399826
2018_1166_1277,0.20123253762722015
2018_1166_1281,0.609380841255188
2018_1166_1285,0.7466065287590027
2018_1166_1293,0.41457903385162354
2018_1166_1300,0.949999988079071
2018_1166_1301,0.4951501488685608
2018_1166_1305,0.3434101939201355
2018_1166_1308,0.7326034903526306
2018_1166_1314,0.2640742361545563
2018_1166_1326,0.3166714310646057
2018_1166_1328,0.5321605205535889
2018_1166_1335,0.8031272292137146
2018_1166_1344,0.812332272529602
2018_1166_1345,0.16487035155296326
2018_1166_1347,0.8827853798866272
2018_1166_1348,0.4346843957901001
2018_1166_1355,0.6135043501853943
2018_1166_1361,0.5914115905761719
2018_1166_1371,0.3881198465824127
2018_1166_1372,0.8338853120803833
2018_1166_1382,0.5882114768028259
2018_1166_1393,0.7933521866798401
2018_1166_1395,0.37851887941360474
2018_1166_1397,0.3139299750328064
2018_1166_1400,0.7468592524528503
2018_1166_1401,0.36835354566574097
2018_1166_1403,0.24771574139595032
2018_1166_1411,0.946699321269989
2018_1166_1417,0.47513553500175476
2018_1166_1420,0.949999988079071
2018_1166_1422,0.7865038514137268
2018_1166_1437,0.16633036732673645
2018_1166_1438,0.11616264283657074
2018_1166_1439,0.35505184531211853
2018_1166_1452,0.23805809020996094
2018_1166_1455,0.2877407670021057
2018_1166_1460,0.8654586672782898
2018_1166_1462,0.2733533978462219
2018_1168_1172,0.05442802235484123
2018_1168_1181,0.05000000074505806
2018_1168_1196,0.05000000074505806
2018_1168_1199,0.11202507466077805
2018_1168_1209,0.06336504220962524
2018_1168_1211,0.05000000074505806
2018_1168_1222,0.06222384050488472
2018_1168_1233,0.21911583840847015
2018_1168_1242,0.05000000074505806
2018_1168_1243,0.13768699765205383
2018_1168_1246,0.06086709722876549
2018_1168_1252,0.17372912168502808
2018_1168_1254,0.839998185634613
2018_1168_1260,0.11664635688066483
2018_1168_1267,0.07158921658992767
2018_1168_1274,0.08562324196100235
2018_1168_1276,0.05000000074505806
2018_1168_1277,0.05000000074505806
2018_1168_1281,0.06839882582426071
2018_1168_1285,0.11746668815612793
2018_1168_1293,0.11388229578733444
2018_1168_1300,0.8902173638343811
2018_1168_1301,0.1749599277973175
2018_1168_1305,0.08019696176052094
2018_1168_1308,0.15285804867744446
2018_1168_1314,0.05000000074505806
2018_1168_1326,0.05000000074505806
2018_1168_1328,0.07338662445545197
2018_1168_1335,0.07319179177284241
2018_1168_1344,0.13799771666526794
2018_1168_1345,0.05000000074505806
2018_1168_1347,0.4846462905406952
2018_1168_1348,0.1127457395195961
2018_1168_1355,0.06772205233573914
2018_1168_1361,0.1105203852057457
2018_1168_1371,0.16528236865997314
2018_1168_1372,0.16475746035575867
2018_1168_1382,0.09932906925678253
2018_1168_1393,0.1293438971042633
2018_1168_1395,0.09113279730081558
2018_1168_1397,0.06692303717136383
2018_1168_1400,0.1543995589017868
2018_1168_1401,0.10656961053609848
2018_1168_1403,0.06331373751163483
